series,country,code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Access to electricity, rural (% of rural population)",United Arab Emirates,ARE,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Access to electricity, rural (% of rural population)",Uruguay,URY,88.50343963,91.86962746,93.0016478,93.82632276,94.14448018,93.79462394,86.56797367,88.15591671,88.00192562,88.68769874,92.70470458,94.60445741,100,100,100,100,100,100,100
"Access to electricity, rural (% of rural population)",Vietnam,VNM,83.38702081,84.47726392,85.5724549,86.63221985,87.67977182,94.78695254,94.80113154,90.70939242,91.7348072,94.6169424,97.9150677,98.54904237,98.61660792,98.53547882,98.85342753,99.69692662,98.77843945,100,100
Mobile cellular subscriptions (per 100 people),Albania,ALB,0.952019386,12.54591489,27.22166012,35.27876478,40.56791669,49.57363751,62.35298419,76.54705112,61.9324483,82.86919686,91.32805273,105.852915,120.1058579,126.9369686,115.9979353,117.6592183,116.7444442,125.7103519,94.17699827
Mobile cellular subscriptions (per 100 people),Algeria,DZA,0.277041908,0.317949718,1.41341221,4.484626702,14.93450892,41.2110671,62.41774249,80.67065762,77.83184216,92.63014159,91.11307345,97.14817842,100.384679,103.6101395,111.2386102,108.8089403,116.0042077,110.7672465,111.6647921
Mobile cellular subscriptions (per 100 people),Argentina,ARG,17.59645109,18.08631275,17.42684502,20.58984504,35.10441866,56.96774563,80.19976545,101.8079595,116.0393921,129.6422074,139.580018,146.9554555,154.059023,159.6394613,143.6158316,143.566834,146.4538276,140.8771235,132.0931513
Mobile cellular subscriptions (per 100 people),Armenia,ARM,0.569652439,0.836008414,2.351665042,3.789979363,6.775340585,10.66807457,42.58388328,63.98416023,49.59385999,75.88054674,134.3387369,111.6347151,115.2069146,115.4848446,118.7723634,118.4217138,116.9754675,118.4642306,121.259018
Mobile cellular subscriptions (per 100 people),Australia,AUS,45.08349055,57.99526035,65.30467336,73.10883938,82.89884796,91.28509793,96.26672665,101.6430022,103.6926101,102.0649721,101.558682,105.5506209,106.2611564,107.2461548,106.2025331,107.6778349,109.4312952,108.4417819,111.012255
Mobile cellular subscriptions (per 100 people),Austria,AUT,75.80605745,80.77554402,82.8086898,88.96932087,97.26408257,104.9838556,112.0170885,119.2243632,129.6644309,136.5634805,145.5537959,154.0495234,159.8169515,155.1157881,150.345714,155.2154711,126.6614696,123.1192958,123.5352681
Mobile cellular subscriptions (per 100 people),Azerbaijan,AZE,5.17559282,8.905373454,9.59519327,12.64256976,17.23910888,26.25721649,38.5103566,51.7981904,74.2246006,86.92047006,100.7489875,110.6472854,109.2880368,107.9339038,111.0134613,111.1650782,104.6523726,102.8610548,103.9214187
Mobile cellular subscriptions (per 100 people),Barbados,BRB,10.48450362,19.49027523,35.54649355,51.03361292,72.70237282,74.61919565,85.45537108,92.42770004,103.1134576,119.9061557,124.0774676,122.9445169,123.1211733,108.2350789,107.2430185,117.337483,116.2395555,115.1391179,114.8914496
Mobile cellular subscriptions (per 100 people),Belgium,BEL,54.74598263,74.59042376,78.16562364,82.59725088,87.13361692,91.0666428,92.72939576,100.3790486,105.2227353,108.4282234,111.110074,113.456517,111.077829,110.4106783,113.4877626,113.1658212,110.5368746,99.45303522,99.69668646
Mobile cellular subscriptions (per 100 people),Brazil,BRA,13.26627719,16.22257852,19.42823093,25.50654987,35.65363548,46.31799164,53.10093266,63.63005371,78.44665887,87.36326511,100.6214912,118.653296,124.6058852,134.8514284,138.4511833,126.0879559,118.3855945,105.0090244,98.8435013
Mobile cellular subscriptions (per 100 people),Bulgaria,BGR,9.227356436,19.54429513,33.02147316,44.8581374,61.07108769,81.24044323,108.1562445,130.6309287,138.6083388,139.8916681,137.3728082,141.9647632,146.9965584,143.8504446,130.9327974,127.70783,125.4743844,120.1404474,118.9396801
Mobile cellular subscriptions (per 100 people),Cameroon,CMR,0.665717198,2.619733554,4.288568703,6.410384227,8.869803808,12.70205787,17.20808878,24.21746773,32.00020714,40.44544093,42.4588254,50.15985545,61.00952443,70.95374098,75.1219918,77.94823655,78.22900593,81.96421137,73.19019901
Mobile cellular subscriptions (per 100 people),Chile,CHL,22.17081695,32.8741032,39.81221097,45.8576693,57.82954587,65.31393577,76.13071604,84.42248866,88.55856188,97.41822695,116.3498908,129.4870432,137.589055,134.6574258,133.3451921,129.1440655,127.972519,124.5944777,134.4373213
Mobile cellular subscriptions (per 100 people),China,CHN,6.606481691,11.14746235,15.75742107,20.52400801,25.3063175,29.56214176,34.44822335,40.66184883,47.37436885,54.89500349,62.75543093,71.6494509,80.34603793,88.30574902,91.89962887,91.835388,96.52661691,103.4384208,115.5258122
Mobile cellular subscriptions (per 100 people),Colombia,COL,5.694682872,8.11124721,11.24539087,14.91231688,24.71857858,51.23366844,68.89374311,77.60184186,93.46915912,94.21131201,98.35249333,101.1774872,106.4907095,108.17202,117.8049526,120.636922,121.8160055,127.2136962,129.9086097
Mobile cellular subscriptions (per 100 people),Croatia,HRV,23.32842149,39.81329719,52.60932085,57.81181824,64.68011685,83.36344562,100.5587794,115.4078488,104.6441053,107.6879222,113.8670083,118.5954693,115.7237473,110.3918348,104.8370208,104.3182481,104.888678,103.1730226,105.5834549
Mobile cellular subscriptions (per 100 people),Czech Republic,CZE,42.23784093,67.63845379,83.98320136,94.81935781,105.304275,114.7951481,120.4647441,127.7198404,132.1804643,124.5463764,122.7549747,124.6172225,127.7906207,129.5920015,131.365859,117.4805076,117.5742832,118.7512323,119.1135078
Mobile cellular subscriptions (per 100 people),Cyprus,CYP,31.3009319,44.55776045,58.55863808,76.32480288,89.8,105.1751344,114.4986146,127.2941783,127.5867737,119.3408619,123.1330079,126.5596288,128.2983023,128.1609557,131.1454545,130.9823176,132.6368741,136.1722981,138.900486
Mobile cellular subscriptions (per 100 people),Denmark,DNK,62.97378451,73.91039895,83.34111016,88.4931932,95.63465791,100.5072946,107.050897,115.3215924,119.2672102,123.6555052,115.5890246,128.4831321,129.9747296,124.7068318,126.4121686,124.4441651,122.300966,124.5728833,125.4530064
Mobile cellular subscriptions (per 100 people),Ecuador,ECU,3.802604864,6.652529252,11.87556706,17.93731308,26.06702604,45.17865705,60.35150615,69.52706865,80.38448544,89.62622164,98.46522414,100.5827321,106.350217,105.8489672,104.0991948,79.84070461,84.18035505,87.28679711,92.32327021
Mobile cellular subscriptions (per 100 people),"Egypt, Arab Rep.",EGY,1.975692517,3.982457629,6.287609004,7.960786365,10.3044983,18.04681927,23.4164801,38.46715478,51.84416726,68.222556,85.37935061,98.69381667,112.006814,112.7825069,105.409341,101.7022519,103.540997,106.7559394,95.28659682
Mobile cellular subscriptions (per 100 people),France,FRA,49.22869227,62.30182837,64.52020043,69.21311352,73.386296,78.67784699,83.99106172,89.47598456,93.18877831,92.60523577,91.89795153,94.61229513,97.94818377,99.10863425,101.9183391,103.4564614,104.4897355,106.4394347,108.357357
Mobile cellular subscriptions (per 100 people),Germany,DEU,59.21557459,68.9052462,72.51844181,79.39777279,87.35466029,97.14257025,105.1303054,118.3999684,130.1697232,129.7899266,109.3693912,112.4225954,114.1126357,123.2334833,122.1971002,117.8176431,125.8854564,132.7148699,129.3242137
Mobile cellular subscriptions (per 100 people),Greece,GRC,53.53137816,71.52339804,83.2946338,79.65321684,82.99369506,91.40834783,98.16363153,110.5621959,124.9905234,121.3136511,112.9052704,111.9946119,123.9228745,116.5555142,113.4854734,117.8887779,118.122548,122.4009386,115.6669118
Mobile cellular subscriptions (per 100 people),Hungary,HUN,30.09908413,48.73159222,67.72813346,78.33860647,86.28409963,92.40589149,99.10564734,110.0335799,122.34113,118.4050126,120.9970314,118.1317201,117.386504,117.8606544,119.5971623,101.2544484,102.0406696,102.2119005,103.4451716
Mobile cellular subscriptions (per 100 people),India,IND,0.338555535,0.608372045,1.189041948,3.030976024,4.622779363,7.854585245,14.24727183,19.74460191,28.89137464,43.12053018,60.94154381,71.49252962,68.31524817,69.19699374,72.86262075,76.40759943,85.14868348,87.31773719,86.94256319
Mobile cellular subscriptions (per 100 people),Iceland,ISL,76.62952199,87.70762123,91.27638621,97.12382619,99.64411344,95.97564572,100.7346857,106.8532651,108.385233,107.4836583,106.4774231,106.371764,108.1258521,108.8869668,112.6152638,116.2534861,120.8927593,119.9878586,122.1696222
Mobile cellular subscriptions (per 100 people),Ireland,IRL,65.05241861,77.29855853,76.76564829,87.93801927,95.117702,103.1096369,110.8615681,114.9394597,114.3177837,104.6705407,103.2310634,106.8664733,108.7990577,105.7496368,106.176478,105.3646002,103.8191107,103.0630014,103.1710486
Mobile cellular subscriptions (per 100 people),Israel,ISR,73.99994955,90.75919914,102.1184693,105.4153034,112.9045446,118.7996776,125.7928698,130.0104671,127.9334826,125.4792397,124.0191516,122.8780169,121.1432456,122.8208828,120.9541936,132.4812089,130.3492361,127.8529153,127.6618693
Mobile cellular subscriptions (per 100 people),Italy,ITA,74.5182166,90.10262426,94.78421194,98.61965832,108.2859475,122.6810451,137.366591,152.8583313,153.3227536,152.3254107,157.8857589,161.1720125,162.3070852,160.9908765,148.8415405,144.756385,141.6939815,138.2337679,137.466947
Mobile cellular subscriptions (per 100 people),Japan,JPN,52.36997183,58.58344329,63.42667271,67.66835986,71.35023936,75.18656608,77.73234294,83.53615919,85.88467316,90.4633869,95.9116759,103.3168827,109.8935958,115.2542733,123.1631952,125.4518632,130.5952482,135.5186644,141.4069924
Mobile cellular subscriptions (per 100 people),"Korea, Rep.",KOR,56.59946726,60.88429049,67.38082966,69.60450404,75.44536178,78.72993476,82.23556489,90.48503502,92.73018818,97.15641094,102.4656157,105.4646393,107.1189423,108.6107086,113.2043576,115.9612246,120.2263275,124.5854293,129.6727883
Mobile cellular subscriptions (per 100 people),Moldova,MDA,3.307430678,5.373656616,8.094934937,11.40452316,18.88214351,26.20156839,32.75603465,45.58760293,58.92244652,52.13909982,62.42147427,78.87059701,87.94042801,90.72895905,91.7690032,91.21617904,93.17465849,92.28905501,89.75768174
Mobile cellular subscriptions (per 100 people),Morocco,MAR,8.133729629,16.38290509,21.04470828,24.71174383,31.00385739,40.69143563,51.95551274,64.27130717,72.34623057,79.2717969,98.88351218,111.5066406,117.3709565,125.8279977,129.0186985,124.279337,118.1848162,123.4247246,124.1715549
Mobile cellular subscriptions (per 100 people),Monaco,MCO,43.32286061,44.04681244,45.33926721,45.48909601,47.01492537,50.7963242,53.54489617,59.08761767,63.08786419,65.29268154,65.74750084,88.24394848,91.0449808,96.10579659,90.22828359,90.19566255,87.46256895,85.89810377,84.50700584
Mobile cellular subscriptions (per 100 people),Netherlands,NLD,67.53028408,76.16377309,75.10697312,81.4766985,90.86900361,96.74251327,105.2061919,116.8316658,124.4982528,121.1869841,114.9619098,118.4674415,117.4201279,115.5757277,115.8027134,122.8506375,123.0177086,120.6250011,123.7312099
Mobile cellular subscriptions (per 100 people),Nepal,NPL,0.042713141,0.070998171,0.088495228,0.326412096,0.459406033,0.882969178,4.439005746,12.39035332,15.75005355,20.82270803,34.04097965,49.38563053,61.53811439,79.36416868,85.56217507,101.854612,117.8146017,130.629366,139.4463618
Mobile cellular subscriptions (per 100 people),Nigeria,NGA,0.024533084,0.212498925,1.220138319,2.38776189,6.759666327,13.38494067,22.67615103,27.60394789,41.91698278,48.28660058,55.07635849,58.45475445,67.43921445,74.08115012,78.77348827,83.26830849,82.99740158,75.92482161,88.18424125
Mobile cellular subscriptions (per 100 people),Norway,NOR,71.65452385,79.43587924,83.36964716,88.85634163,98.40233621,102.6355658,104.1926439,106.7433967,109.226289,110.9327246,114.6014289,115.7046317,115.6329974,112.0602899,111.5843116,109.905197,109.1149238,107.9930692,107.1737116
Mobile cellular subscriptions (per 100 people),Pakistan,PAK,0.215319162,0.508709501,1.135766906,1.570544794,3.206151798,7.966864434,21.03768098,37.45749468,51.27891755,53.74829949,55.27994563,59.39479364,64.15589184,66.78696418,69.51282454,63.13069982,67.02750435,69.51482483,72.55706103
Mobile cellular subscriptions (per 100 people),Paraguay,PRY,15.41948162,21.18470781,30.13429955,31.4281971,30.5214736,32.39987802,54.67153283,78.25986713,95.22244929,91.15289622,94.76374916,103.0798506,105.7959861,108.3409828,110.693965,110.8127891,110.4988999,108.7550409,106.9525792
Mobile cellular subscriptions (per 100 people),Panama,PAN,13.5431214,15.37848324,16.69779638,21.57667944,38.53810965,52.51129281,64.11159,87.17192556,111.348659,169.4975854,182.4572905,181.7202183,164.7886584,161.7713766,177.0195888,144.6881141,127.3636031,128.5729731,137.0014238
Mobile cellular subscriptions (per 100 people),Peru,PER,4.814284565,6.691536733,8.512400738,10.70553414,14.81511166,20.03634159,32.45314151,54.41435324,73.35481222,85.78702103,100.3013504,110.9248984,99.5976824,100.0648553,105.9476991,112.3563679,119.4241828,123.7597545,131.7778873
Mobile cellular subscriptions (per 100 people),Poland,POL,17.49890739,25.966181,36.11057307,45.26637966,60.14669492,76.01561096,95.80493007,107.9143985,114.5204528,116.8302309,122.4951194,131.0116839,141.4867678,149.3074631,149.3926992,143.3904315,139.5179369,132.9502666,134.7484225
Mobile cellular subscriptions (per 100 people),Portugal,PRT,64.72641067,77.14134782,83.47786301,95.90677966,100.9567353,108.9338959,115.9692322,127.4683791,132.5981184,111.2317777,115.2350903,116.7012162,113.2169513,114.4941178,114.1810144,112.9851121,112.0724654,114.341985,115.6330424
Mobile cellular subscriptions (per 100 people),Philippines,PHL,8.275694014,15.26135878,18.90610486,27.1029811,38.8804914,40.28785566,48.77637648,64.1401553,74.93475746,81.79119697,88.48886596,98.55576616,104.9023479,103.9971193,110.7577007,115.3994392,115.8522806,110.1281361,126.1986393
Mobile cellular subscriptions (per 100 people),Qatar,QAT,20.39873883,28.93098021,41.61590218,55.22757807,65.08839373,82.82294295,89.93479096,103.7566253,99.50030104,117.7540107,117.7835047,113.083049,118.4482483,141.6755044,134.4268335,145.7868972,137.606042,146.3838592,141.8558268
Mobile cellular subscriptions (per 100 people),Russian Federation,RUS,2.228887102,5.314723089,12.12593129,24.98783944,51.16733273,83.52351405,105.0701387,119.4978199,139.2838126,160.5071896,165.6610167,141.7866096,144.4957561,151.2556334,152.7878864,156.7665611,157.718498,156.187408,157.431312
Mobile cellular subscriptions (per 100 people),Saudi Arabia,SAU,6.65839844,11.92606091,22.96671917,32.23198617,39.66580269,59.47293905,80.41371017,112.7673395,139.0576626,168.4710647,188.0438646,191.0315025,181.787624,176.7066942,170.5718129,166.4563349,147.7417643,121.4789509,122.5733112
Mobile cellular subscriptions (per 100 people),Singapore,SGP,68.19280141,73.37487384,80.71787992,86.62642506,95.53498948,102.7876635,108.7741926,129.3858643,134.3187451,138.6216042,143.9164386,148.0782486,150.2492981,154.7214323,146.6584963,147.2259695,149.6506495,146.8437245,148.821563
Mobile cellular subscriptions (per 100 people),Slovenia,SVN,61.15563735,73.96799233,83.89582276,87.48826629,92.8859695,88.18311599,90.86819514,95.83990601,101.5742057,103.2761761,103.8472851,105.71646,108.9092697,110.6859547,112.522346,113.6504025,115.0200317,117.6641813,118.6742271
Mobile cellular subscriptions (per 100 people),South Africa,ZAF,18.54441859,23.6706132,29.68955349,36.0879498,44.06489862,70.92634029,81.79509695,86.11605769,90.39871075,91.99435363,98.3502263,123.0680361,129.4540207,143.1726577,145.3513872,158.8829468,146.6221873,155.2323957,159.9306644
Mobile cellular subscriptions (per 100 people),Spain,ESP,59.43712239,71.77187864,79.98885724,87.37778941,89.18046164,96.9899264,102.1608026,106.5891589,107.7156929,109.593787,109.4999053,111.6945012,107.6536439,106.8785336,108.6115962,109.4186042,110.480234,112.5612499,115.9942148
Mobile cellular subscriptions (per 100 people),Sweden,SWE,71.74688458,80.67169016,89.10725716,98.31942048,97.7125802,100.7233071,105.6159381,110.4105571,108.4185358,112.1003165,117.0629429,120.9950659,124.1609811,124.9152424,127.0363865,129.4305347,127.5231707,126.3951989,126.8307474
Mobile cellular subscriptions (per 100 people),Switzerland,CHE,64.93104962,73.48748859,79.4460317,85.14989422,85.67706623,92.51933445,99.70768138,108.9147354,116.7114642,120.8543333,123.505678,127.5154446,131.8813583,136.2535853,135.876155,135.5130156,134.1553264,131.1359393,126.5434466
